accident_reference,vehicle_reference,casualty_reference,casualty_class,sex_of_casualty,age_of_casualty,age_band_of_casualty,casualty_severity,pedestrian_location,pedestrian_movement,car_passenger,bus_or_coach_passenger,pedestrian_road_maintenance_worker,casualty_type,casualty_home_area_type,casualty_imd_decile,lsoa_of_casualty
221071834,2,2,1,2,64,9,3,0,0,0,0,0,9,1,4,E01014169
221071834,3,3,1,2,58,9,3,0,0,0,0,0,9,1,1,E01014118
061130051,1,1,3,1,14,3,3,5,1,0,0,0,0,1,1,E01005093
10307804,1,1,3,2,86,11,2,1,1,0,0,0,0,1,2,E01001128
131046629,1,1,1,1,18,4,2,0,0,0,0,0,2,1,8,E01011413
070833800,2,1,1,2,54,8,2,0,0,0,0,0,22,1,1,E01018563
061036443,1,1,1,1,18,4,3,0,0,0,0,0,1,1,3,E01005524
10321882,1,1,3,2,19,4,3,5,3,0,0,0,0,1,5,E01004523
141090276,3,1,1,1,30,6,3,0,0,0,0,0,9,1,7,E01007621
201077174,2,1,2,2,20,4,3,0,0,1,0,0,9,1,2,E01009832
531085146,1,1,3,1,15,3,2,5,1,0,0,0,0,1,6,E01022380
161073473,2,1,1,1,23,5,2,0,0,0,0,0,3,2,6,E01013085
10321024,1,1,1,1,58,9,3,0,0,0,0,0,9,1,7,E01000334
10306185,1,1,1,2,34,6,3,0,0,0,0,0,9,1,2,E01003336
10306185,1,2,2,2,2,1,3,0,0,2,0,0,9,1,2,E01003336
302100233,1,1,1,1,16,4,3,0,0,0,0,0,90,1,3,E01019768
122100554,1,1,1,1,40,7,2,0,0,0,0,0,5,1,10,E01011572
320319698,1,1,1,1,30,6,3,0,0,0,0,0,9,1,1,E01026126
320319698,1,2,3,2,12,3,2,8,1,0,0,0,0,1,7,E01032989
622100960,1,1,1,1,47,8,3,0,0,0,0,0,9,1,3,W01001875
10299909,2,1,1,1,52,8,3,0,0,0,0,0,3,1,4,E01003410
211120635,1,1,1,1,77,11,3,0,0,0,0,0,9,3,5,E01029197
211120635,2,2,1,1,34,6,3,0,0,0,0,0,9,-1,-1,-1
543541921,2,1,1,2,56,9,3,0,0,0,0,0,9,3,7,E01015474
371100692,2,1,1,1,-1,-1,3,0,0,0,0,0,9,1,6,E01030005
10292282,2,1,1,1,60,9,3,0,0,0,0,0,1,1,4,E01001023
31C137921,1,1,1,2,56,9,3,0,0,0,0,0,9,1,10,E01025258
522101466,1,1,1,1,31,6,3,0,0,0,0,0,1,1,5,E01014534
201028214,2,1,2,1,28,6,3,0,0,1,0,0,9,1,1,E01009988
231063306,1,1,1,1,19,4,2,0,0,0,0,0,1,1,6,E01031322
991041478,1,1,1,1,35,6,2,0,0,0,0,0,9,1,1,-1
302100386,1,1,3,-1,-1,-1,3,5,9,0,0,0,0,1,5,E01019456
34WNC6371,2,1,1,2,40,7,3,0,0,0,0,0,9,3,9,E01026998
201046785,2,1,1,1,35,6,3,0,0,0,0,0,9,1,1,E01009059
131044348,1,1,3,1,40,7,3,6,9,0,0,2,0,1,8,E01011086
401107235,2,1,1,1,27,6,3,0,0,0,0,0,1,1,8,E01017458
531096968,2,1,1,1,37,7,3,0,0,0,0,0,5,1,6,E01022198
361128670,1,1,3,1,-1,-1,3,10,9,0,0,0,0,1,10,E01026882
622100432,2,2,1,2,37,7,3,0,0,0,0,0,3,1,2,W01000745
170M20251,1,1,2,1,17,4,2,0,0,0,0,0,97,-1,-1,-1
061105744,2,1,1,2,36,7,3,0,0,0,0,0,1,1,1,E01005755
34NNC2121,1,1,3,1,9,2,2,5,1,0,0,0,0,1,1,E01027110
070686529,1,1,1,1,31,6,3,0,0,0,0,0,9,1,3,E01011225
371039093,2,1,1,1,24,5,3,0,0,0,0,0,9,3,8,E01029957
211153012,2,1,2,1,60,9,3,0,0,2,0,0,9,1,8,E01029762
371144515,1,1,1,1,22,5,3,0,0,0,0,0,3,3,6,E01029876
622100392,2,2,1,1,17,4,3,0,0,0,0,0,3,1,10,W01001892
10293830,1,1,1,1,28,6,3,0,0,0,0,0,9,1,9,E01030325
552100312,2,1,1,1,83,11,3,0,0,0,0,0,1,1,5,E01033283
552200233,1,1,1,1,24,5,2,0,0,0,0,0,9,3,6,E01020529
552200233,1,3,2,2,22,5,3,0,0,1,0,0,9,2,5,E01020565
552200233,2,2,1,1,47,8,2,0,0,0,0,0,9,3,6,E01020534
31C021621,1,1,1,1,43,7,3,0,0,0,0,0,3,1,2,E01013842
201099767,2,1,1,1,38,7,3,0,0,0,0,0,9,-1,-1,-1
201099767,2,2,2,1,35,6,3,0,0,2,0,0,9,1,1,E01009384
122100665,1,1,1,1,44,7,2,0,0,0,0,0,9,3,5,E01027813
122100665,2,2,1,2,49,8,2,0,0,0,0,0,9,3,5,E01027857
070545874,1,1,2,2,24,5,3,0,0,1,0,0,9,1,2,E01014293
201118108,1,1,3,1,12,3,3,1,3,0,0,0,0,1,3,E01010491
061054478,2,1,2,2,58,9,2,0,0,1,0,0,9,1,6,E01006276
520103790,2,1,1,1,17,4,3,0,0,0,0,0,2,3,6,E01029125
10300233,1,1,1,1,30,6,3,0,0,0,0,0,9,1,2,E01001631
10306604,1,1,3,1,9,2,2,6,9,0,0,0,0,1,2,E01002604
061134059,2,1,1,1,70,10,3,0,0,0,0,0,9,-1,-1,-1
991028682,1,1,3,2,11,3,3,5,1,0,0,0,0,1,5,-1
320634436,1,1,1,1,16,4,3,0,0,0,0,0,2,1,3,E01026104
111046814,2,1,1,2,29,6,3,0,0,0,0,0,9,1,8,E01020817
31D127321,1,1,1,1,71,10,2,0,0,0,0,0,1,1,10,E01028407
161119574,2,1,1,2,38,7,3,0,0,0,0,0,9,3,9,E01013243
131078322,2,1,2,2,41,7,3,0,0,1,0,0,9,1,4,E01005934
131078322,2,2,2,1,8,2,3,0,0,2,0,0,9,1,7,E01005891
10300437,1,1,1,1,44,7,2,0,0,0,0,0,9,1,2,E01001555
371065704,2,1,1,1,64,9,2,0,0,0,0,0,5,1,7,E01029913
131082481,2,1,2,2,56,9,3,0,0,0,0,0,5,1,7,E01010968
351024204,1,1,1,1,44,7,3,0,0,0,0,0,19,1,1,E01002093
351024204,2,2,1,1,58,9,3,0,0,0,0,0,9,3,8,E01018302
361025150,1,1,1,2,52,8,3,0,0,0,0,0,9,3,3,E01026719
361025150,1,2,2,1,55,8,3,0,0,1,0,0,9,3,3,E01026719
332101582,1,1,2,2,59,9,2,0,0,1,0,0,9,-1,-1,-1
201124830,1,1,3,1,13,3,2,4,1,0,0,0,0,1,2,E01010299
10296131,2,1,1,1,21,5,3,0,0,0,0,0,3,1,9,E01000698
101051130,1,1,3,1,8,2,3,5,2,0,0,0,0,1,3,E01032483
061096908,1,1,3,1,28,6,3,10,9,0,0,2,0,-1,-1,-1
522201297,2,1,1,1,25,5,3,0,0,0,0,0,1,1,1,E01032514
131120067,1,1,1,1,14,3,2,0,0,0,0,0,1,1,2,E01010796
122100966,1,1,1,2,61,9,3,0,0,0,0,0,9,3,9,E01027664
161083583,1,1,3,1,27,6,3,9,8,0,0,0,0,3,7,E01013034
991018692,1,1,1,1,48,8,2,0,0,0,0,0,19,1,3,-1
991018692,2,2,1,1,65,9,3,0,0,0,0,0,19,3,6,-1
991018692,2,3,2,1,24,5,3,0,0,0,0,0,19,3,4,-1
991018692,2,4,2,1,19,4,3,0,0,0,0,0,19,2,-1,-1
991018692,3,5,1,1,39,7,2,0,0,0,0,0,9,3,10,-1
991023452,2,1,1,1,32,6,2,0,0,0,0,0,3,1,2,-1
10312904,1,1,1,1,41,7,2,0,0,0,0,0,3,1,6,E01003427
351106076,2,1,1,2,56,9,3,0,0,0,0,0,9,1,5,E01017974
10303805,1,1,1,1,37,7,3,0,0,0,0,0,5,1,1,E01000661
401034537,1,1,2,1,12,3,3,0,0,1,0,0,9,3,5,E01017615
332100515,1,1,3,1,22,5,3,9,9,0,0,0,0,1,10,E01025802
201086319,1,1,1,2,41,7,3,0,0,0,0,0,9,1,1,E01009349
10313073,2,1,1,2,28,6,2,0,0,0,0,0,9,1,3,E01004600
10319976,1,1,1,1,34,6,3,0,0,0,0,0,5,1,8,E01015997
531043214,1,1,1,1,27,6,2,0,0,0,0,0,9,1,5,E01014973
531043214,1,2,2,1,22,5,2,0,0,1,0,0,9,-1,-1,-1
101076623,1,1,3,2,17,4,3,1,2,0,0,0,0,1,9,E01008526
10288720,1,1,1,2,28,6,3,0,0,0,0,0,9,1,9,E01031741
10320892,1,1,1,2,24,5,3,0,0,0,0,0,9,1,10,E01030408
10310166,1,1,1,1,47,8,3,0,0,0,0,0,8,1,9,E01030391
10310166,2,2,1,1,20,4,3,0,0,0,0,0,9,1,6,E01001093
351130098,1,1,1,1,51,8,3,0,0,0,0,0,3,-1,-1,-1
991035292,2,1,1,1,49,8,2,0,0,0,0,0,1,1,9,-1
302100925,1,1,1,1,24,5,3,0,0,0,0,0,9,1,1,E01013486
302100925,1,2,2,1,34,6,3,0,0,1,0,0,9,1,1,E01012058
10310817,1,1,1,1,42,7,3,0,0,0,0,0,9,2,4,E01024570
10310817,2,2,1,1,47,8,2,0,0,0,0,0,4,1,4,E01000980
351035153,1,1,1,1,48,8,3,0,0,0,0,0,97,3,7,E01029875
10307454,2,1,1,1,14,3,2,0,0,0,0,0,90,1,2,E01004539
10315087,1,1,1,2,63,9,3,0,0,0,0,0,9,1,4,E01001009
622100726,2,2,1,1,46,8,3,0,0,0,0,0,3,1,5,W01001068
06E079075,1,1,3,2,37,7,3,5,9,0,0,0,0,1,2,E01005280
201155097,2,1,2,2,66,10,3,0,0,1,0,0,9,1,4,E01029634
141079497,2,1,1,1,40,7,3,0,0,0,0,0,1,-1,-1,-1
10318983,1,1,1,2,36,7,3,0,0,0,0,0,9,1,2,E01001833
522101923,1,1,1,1,44,7,3,0,0,0,0,0,9,1,3,E01014807
522101923,2,2,1,2,59,9,3,0,0,0,0,0,9,1,2,E01014810
061081644,1,1,1,2,56,9,1,0,0,0,0,0,9,1,2,E01005280
10322711,2,1,1,1,49,8,3,0,0,0,0,0,2,1,6,E01001948
10314356,1,1,1,1,38,7,3,0,0,0,0,0,9,1,5,E01002394
10314356,1,2,2,-1,-1,-1,3,0,0,1,0,0,9,1,5,E01002394
10314356,1,3,2,-1,-1,-1,3,0,0,2,0,0,9,1,5,E01002394
10314356,1,4,2,-1,-1,-1,3,0,0,2,0,0,9,1,5,E01002394
10308620,2,1,1,2,21,5,3,0,0,0,0,0,1,1,6,E01001665
10321100,1,1,1,-1,51,8,3,0,0,0,0,0,3,1,3,E01004034
141104043,2,1,1,2,57,9,2,0,0,0,0,0,9,1,10,E01007933
10304661,2,1,1,1,24,5,3,0,0,0,0,0,1,1,2,E01003313
991037063,3,1,1,2,33,6,3,0,0,0,0,0,9,1,4,-1
60Z052968,1,1,3,2,36,7,3,9,8,0,0,0,0,-1,-1,-1
10321834,1,1,3,2,32,6,3,5,3,0,0,0,0,1,9,E01002967
10317252,2,1,1,1,36,7,3,0,0,0,0,0,3,-1,-1,-1
10296924,1,1,1,1,21,5,3,0,0,0,0,0,1,-1,-1,-1
320147958,1,1,1,1,78,11,3,0,0,0,0,0,9,2,3,E01026110
622100915,2,1,1,1,28,6,3,0,0,0,0,0,1,2,9,W01001072
10316426,1,1,1,1,20,4,3,0,0,0,0,0,3,1,2,E01000724
10325375,1,1,1,2,26,6,3,0,0,0,0,0,1,1,5,E01001091
10293508,1,1,1,1,32,6,3,0,0,0,0,0,9,1,2,E01000051
10325178,1,1,1,1,46,8,3,0,0,0,0,0,5,1,9,E01001132
31C112221,1,1,1,1,40,7,3,0,0,0,0,0,3,1,1,E01013921
10313344,1,1,1,2,17,4,3,0,0,0,0,0,3,1,4,E01003354
10287582,1,1,1,2,21,5,3,0,0,0,0,0,1,1,2,E01004044
10318015,1,1,1,1,30,6,3,0,0,0,0,0,1,1,2,E01003189
10313110,1,1,1,1,34,6,3,0,0,0,0,0,9,1,2,E01016042
10295558,1,1,1,2,55,8,3,0,0,0,0,0,9,1,7,E01030402
991021204,2,1,1,1,32,6,3,0,0,0,0,0,19,1,5,-1
131119276,2,1,1,2,37,7,3,0,0,0,0,0,9,1,4,E01011891
10330737,1,1,3,2,82,11,3,5,4,0,0,0,0,1,5,E01002652
10291114,2,1,1,1,31,6,3,0,0,0,0,0,3,1,2,E01003120
10293094,1,1,1,1,28,6,3,0,0,0,0,0,9,1,10,E01022873
10293094,2,2,1,1,64,9,3,0,0,0,0,0,19,1,8,E01022622
201078900,2,1,1,1,31,6,2,0,0,0,0,0,5,1,2,E01010560
201029148,2,1,1,1,50,8,2,0,0,0,0,0,1,1,8,E01010373
221111719,2,1,1,1,33,6,3,0,0,0,0,0,1,1,4,E01014073
10305806,1,1,1,2,26,6,3,0,0,0,0,0,1,1,6,E01003226
161054195,1,1,1,1,20,4,2,0,0,0,0,0,9,1,9,E01013193
161054195,2,2,1,1,19,4,3,0,0,0,0,0,9,-1,-1,-1
161054195,2,3,2,1,18,4,2,0,0,2,0,0,9,-1,-1,-1
401109312,1,1,1,1,44,7,2,0,0,0,0,0,5,1,-1,-1
131093244,1,1,3,1,31,6,2,9,5,0,0,2,0,1,1,E01010733
141105120,2,1,1,1,20,4,3,0,0,0,0,0,1,1,9,E01007862
622200061,2,1,1,1,42,7,2,0,0,0,0,0,90,1,1,W01001857
10304910,2,1,1,1,31,6,2,0,0,0,0,0,3,1,4,E01004366
122100666,1,1,2,2,45,7,3,0,0,0,0,0,20,1,5,E01027785
122100666,2,2,1,2,29,6,3,0,0,0,0,0,9,2,-1,-1
131121597,1,1,1,1,19,4,2,0,0,0,0,0,5,1,2,E01010724
361038331,1,1,1,2,47,8,2,0,0,0,0,0,9,2,7,E01026627
201145427,2,1,1,1,30,6,3,0,0,0,0,0,90,1,2,E01010240
141033812,1,1,1,1,39,7,3,0,0,0,0,0,9,1,6,E01007669
070467790,1,1,1,1,32,6,3,0,0,0,0,0,9,1,8,E01018403
070467790,1,2,2,1,22,5,3,0,0,1,0,0,9,-1,-1,-1
141013766,2,1,1,1,-1,-1,3,0,0,0,0,0,1,1,9,E01007475
991027843,1,1,3,2,34,6,3,1,3,0,0,2,0,3,6,-1
546677521,1,1,1,1,36,7,1,0,0,0,0,0,1,1,9,E01014465
10319674,2,1,1,1,19,4,3,0,0,0,0,0,3,-1,-1,-1
63D025521,1,1,1,2,37,7,3,0,0,0,0,0,9,2,6,W01000487
201059127,2,1,1,2,33,6,3,0,0,0,0,0,9,1,1,E01009033
201059127,2,2,2,1,29,6,3,0,0,1,0,0,9,1,1,E01009033
201059127,2,3,2,1,2,1,3,0,0,2,0,0,9,1,1,E01009033
201051467,1,1,1,2,18,4,3,0,0,0,0,0,9,1,3,E01010218
201051467,1,2,2,1,17,4,3,0,0,2,0,0,9,1,2,E01008942
10312517,2,1,1,1,57,9,2,0,0,0,0,0,1,1,1,E01004428
221107718,1,1,3,2,51,8,1,4,3,0,0,0,0,1,5,E01032328
546745521,1,1,1,1,19,4,2,0,0,0,0,0,3,3,8,E01031894
131096059,1,2,1,1,26,6,3,0,0,0,0,0,9,1,1,E01011094
131096059,2,1,1,1,73,10,3,0,0,0,0,0,9,1,6,E01011083
60Z133952,1,1,3,2,78,11,3,5,1,0,0,0,0,-1,-1,-1
10290894,2,1,1,1,30,6,3,0,0,0,0,0,3,-1,-1,-1
371060496,2,1,1,2,49,8,3,0,0,0,0,0,5,3,6,E01030059
061089418,1,1,1,2,22,5,3,0,0,0,0,0,9,1,10,E01004771
10313882,1,1,1,2,52,8,3,0,0,0,0,0,9,1,2,E01004004
070339068,2,1,1,1,39,7,2,0,0,0,0,0,3,3,10,E01018411
10294755,1,1,1,1,30,6,3,0,0,0,0,0,9,1,3,E01003637
544425221,1,1,1,2,35,6,3,0,0,0,0,0,9,1,8,E01014740
544425221,2,2,1,2,39,7,3,0,0,0,0,0,9,1,2,E01015537
544425221,2,3,2,1,37,7,3,0,0,1,0,0,9,1,3,E01015502
411030345,2,1,1,1,48,8,3,0,0,0,0,0,1,1,4,E01023781
332100881,2,1,1,1,30,6,3,0,0,0,0,0,1,1,3,E01013641
34NNC2731,1,1,1,1,16,4,2,0,0,0,0,0,4,1,5,E01026956
320740855,1,1,3,1,43,7,3,5,3,0,0,0,0,1,8,E01026238
131089686,1,1,3,2,40,7,3,8,3,0,0,2,0,1,1,E01010677
201076698,2,1,1,2,63,9,3,0,0,0,0,0,9,1,1,E01010524
31B028521,2,1,1,1,42,7,2,0,0,0,0,0,9,2,1,E01028001
31B028521,2,2,2,2,22,5,3,0,0,1,0,0,9,-1,-1,-1
552200260,3,1,2,2,17,4,3,0,0,2,0,0,9,1,8,E01020408
552200260,3,2,2,2,29,6,3,0,0,1,0,0,9,1,7,E01020375
552200260,3,3,2,2,75,10,3,0,0,2,0,0,9,1,8,E01015335
31C031321,1,1,1,1,52,8,3,0,0,0,0,0,20,1,8,E01028168
131122322,1,1,1,1,24,5,3,0,0,0,0,0,9,1,8,E01011241
622100998,1,1,3,2,86,11,3,9,5,0,0,0,0,1,4,W01000882
549979321,1,1,1,1,45,7,2,0,0,0,0,0,9,2,8,E01031843
231091305,1,1,1,1,62,9,3,0,0,0,0,0,9,1,1,E01031116
211116705,1,1,3,2,45,7,3,9,5,0,0,0,0,1,1,E01014242
10310213,2,1,1,1,51,8,3,0,0,0,0,0,1,1,6,E01003030
070541070,2,1,2,2,19,4,3,0,0,1,0,0,9,1,6,E01018674
10297228,1,1,1,1,48,8,3,0,0,0,0,0,3,1,4,E01016516
610053721,1,1,1,2,28,6,3,0,0,1,0,0,9,1,9,W01001349
101030359,2,1,2,2,19,4,3,0,0,0,0,0,10,1,6,E01027532
522102426,1,1,3,2,10,2,3,2,1,0,0,0,0,1,1,E01014829
371061061,1,1,2,1,17,4,2,0,0,1,0,0,9,3,6,E01033448
31C009021,1,1,1,2,29,6,3,0,0,0,0,0,9,1,5,E01013973
31C009021,1,3,2,1,6,2,3,0,0,2,0,0,9,1,5,E01013973
31C009021,2,2,1,2,57,9,3,0,0,0,0,0,9,1,8,E01028082
10302923,1,1,3,2,54,8,3,5,1,0,0,0,0,1,2,E01003636
131116305,1,1,2,1,87,11,3,0,0,1,0,0,9,1,4,E01019031
131116305,1,2,1,1,63,9,2,0,0,0,0,0,9,1,9,E01012234
10290215,1,1,1,1,51,8,3,0,0,0,0,0,3,1,3,E01004259
401064532,2,2,1,2,56,9,3,0,0,0,0,0,9,1,8,E01023660
401064532,3,3,1,1,50,8,3,0,0,0,0,0,9,3,5,E01017486
070216465,2,1,1,1,25,5,2,0,0,0,0,0,5,1,1,E01018748
60Z176491,1,1,3,1,57,9,2,1,3,0,0,0,0,-1,-1,-1
052102366,1,2,3,2,27,6,2,6,9,0,0,0,0,1,4,E01019773
522103619,1,1,1,2,50,8,3,0,0,0,0,0,9,1,6,E01032669
201097024,1,1,1,1,40,7,3,0,0,0,0,0,9,1,1,E01009513
549707321,1,1,1,1,58,9,3,0,0,0,0,0,9,2,9,E01032026
549707321,2,2,1,1,57,9,3,0,0,0,0,0,9,2,8,E01031977
231064163,1,1,1,1,31,6,3,0,0,0,0,0,5,3,7,E01032394
141021228,1,1,1,2,67,10,2,0,0,0,0,0,9,1,3,E01007807
141021228,2,2,1,2,47,8,3,0,0,0,0,0,9,1,2,E01007806
10313838,1,1,3,2,26,6,3,6,9,0,0,0,0,1,8,E01003807
052102707,2,1,1,1,29,6,2,0,0,0,0,0,90,1,1,E01006690
10294376,2,1,1,1,47,8,3,0,0,0,0,0,1,1,3,E01002568
302101416,1,1,1,2,20,4,3,0,0,0,0,0,9,2,7,E01025954
302101416,2,2,1,1,23,5,3,0,0,0,0,0,9,2,10,E01019855
10313053,2,1,1,1,55,8,2,0,0,0,0,0,1,1,10,E01001475
201133433,2,1,1,1,42,7,3,0,0,0,0,0,1,1,5,E01009504
622100532,2,2,1,1,52,8,3,0,0,0,0,0,1,3,10,W01001225
10293367,1,1,3,2,56,9,2,1,3,0,0,0,0,1,3,E01001874
138372040,1,1,1,1,24,5,3,0,0,0,0,0,90,1,3,E01011903
101087748,1,1,1,1,19,4,3,0,0,0,0,0,9,1,8,E01020622
061097145,2,1,1,1,66,10,3,0,0,0,0,0,1,1,1,E01012396
141088847,1,1,2,2,29,6,3,0,0,1,0,0,9,1,7,E01007582
10308195,1,1,1,1,30,6,3,0,0,0,0,0,3,1,2,E01003190
070544822,2,1,1,1,57,9,3,0,0,0,0,0,5,3,10,W01000321
141046587,2,1,2,2,19,4,3,0,0,1,0,0,9,-1,-1,-1
161018113,1,1,3,1,46,8,3,5,4,0,0,0,0,1,3,E01012807
10297940,1,1,1,1,47,8,3,0,0,0,0,0,4,1,5,E01000468
401050838,2,1,1,-1,-1,-1,3,0,0,0,0,0,9,-1,-1,-1
401050838,3,2,1,-1,-1,-1,3,0,0,0,0,0,9,-1,-1,-1
320009069,1,1,1,1,30,6,3,0,0,0,0,0,21,2,8,E01026439
101027785,1,1,3,1,51,8,2,5,9,0,0,0,0,-1,-1,-1
122101140,1,1,1,1,17,4,2,0,0,0,0,0,2,3,6,E01027557
10324022,1,1,1,1,32,6,3,0,0,0,0,0,4,1,3,E01003969
371121141,2,1,1,1,48,8,3,0,0,0,0,0,5,1,9,E01026587
10307371,1,1,1,1,29,6,3,0,0,0,0,0,9,1,2,E01002368
10307371,2,2,1,1,39,7,3,0,0,0,0,0,8,1,3,E01032719
10307371,2,3,2,2,36,7,3,0,0,2,0,0,8,1,1,E01005067
131047048,1,1,3,1,13,3,3,4,1,0,0,2,0,1,2,E01011032
131101202,2,1,1,2,35,6,3,0,0,0,0,0,9,1,1,E01010609
101037457,2,1,1,1,35,6,3,0,0,0,0,0,9,1,7,E01008374
101037457,2,2,2,1,48,8,3,0,0,1,0,0,9,-1,-1,-1
101037457,2,3,2,2,1,1,3,0,0,2,0,0,9,-1,-1,-1
131086472,1,1,3,1,50,8,2,8,3,0,0,2,0,1,1,E01011093
361039301,1,1,1,2,87,11,3,0,0,0,0,0,9,1,4,E01026792
361039301,2,2,1,1,19,4,3,0,0,0,0,0,9,1,8,E01026860
10315113,2,1,1,1,36,7,3,0,0,0,0,0,3,1,3,E01000035
10315744,1,1,2,2,52,8,3,0,0,1,0,0,9,-1,-1,-1
320656433,1,1,1,1,41,7,3,0,0,0,0,0,9,2,7,E01026412
131112464,2,1,1,2,50,8,3,0,0,0,0,0,9,1,1,E01010828
061055850,1,1,1,2,21,5,2,0,0,0,0,0,9,1,1,E01005094
552101186,2,1,1,1,32,6,3,0,0,0,0,0,2,1,6,E01015331
131061480,1,1,3,2,19,4,3,9,7,0,0,2,0,1,6,E01011156
052200016,2,1,1,2,47,8,3,0,0,0,0,0,1,1,7,E01006973
221032178,1,1,1,1,31,6,3,0,0,0,0,0,19,1,1,E01008966
10329966,1,1,2,2,34,6,3,0,0,1,0,0,9,1,5,E01000321
10292533,1,1,1,2,41,7,3,0,0,0,0,0,9,1,2,E01000386
361135636,2,1,1,2,19,4,3,0,0,0,0,0,1,1,5,E01026866
540695821,2,1,1,1,45,7,3,0,0,0,0,0,9,3,8,E01031954
170S10041,1,1,1,1,57,9,3,0,0,0,0,0,19,-1,-1,-1
122101411,1,1,1,1,18,4,3,0,0,0,0,0,9,2,7,E01027645
131119357,1,1,1,1,58,9,2,0,0,0,0,0,9,1,1,E01033692
122100840,1,1,1,2,24,5,3,0,0,0,0,0,9,1,5,E01011006
122100840,1,5,2,1,31,6,3,0,0,1,0,0,9,1,1,E01008117
122100840,2,2,1,1,50,8,3,0,0,0,0,0,9,3,6,E01027601
122100840,3,3,1,1,61,9,3,0,0,0,0,0,9,3,7,E01027799
122100840,3,4,2,2,66,10,3,0,0,1,0,0,9,3,7,E01027799
10311579,1,1,2,2,-1,-1,3,0,0,2,0,0,9,1,2,E01000018
061154700,1,1,1,1,43,7,3,0,0,0,0,0,9,-1,-1,-1
122100118,1,1,2,1,21,5,3,0,0,1,0,0,9,1,8,E01011687
10322230,2,1,2,1,24,5,3,0,0,1,0,0,9,-1,-1,-1
60Z080591,2,1,1,2,31,6,3,0,0,0,0,0,9,-1,-1,-1
60Z080591,2,2,2,2,38,7,3,0,0,1,0,0,9,-1,-1,-1
60Z080591,2,3,2,1,0,1,3,0,0,2,0,0,9,-1,-1,-1
141097253,1,1,1,1,26,6,3,0,0,0,0,0,9,1,7,E01007692
141097253,2,2,1,1,64,9,3,0,0,0,0,0,9,1,5,E01007757
60Z148483,2,1,1,1,19,4,3,0,0,0,0,0,3,-1,-1,-1
320705905,1,1,1,2,68,10,3,0,0,0,0,0,9,1,4,E01026169
10298319,1,1,1,1,33,6,3,0,0,0,0,0,1,1,7,E01003270
31C010421,2,1,1,1,28,6,3,0,0,0,0,0,9,1,2,E01013852
31C010421,2,2,2,1,63,9,3,0,0,1,0,0,9,1,1,E01013880
131061479,1,1,1,2,62,9,3,0,0,0,0,0,9,1,4,E01011808
531026040,2,1,1,1,16,4,3,0,0,0,0,0,1,1,1,E01022152
070025033,1,1,1,1,30,6,3,0,0,0,0,0,20,1,6,E01005623
63D095921,1,1,1,1,51,8,3,0,0,-1,0,0,9,-1,-1,-1
131095194,2,1,1,1,82,11,3,0,0,0,0,0,9,1,4,E01011777
221108982,1,1,3,2,53,8,3,6,9,0,0,0,0,1,2,E01014071
201149083,1,1,3,2,14,3,3,1,1,0,0,0,0,1,1,E01033638
141096732,1,1,1,2,48,8,3,0,0,0,0,0,9,-1,-1,-1
10318328,1,1,1,1,49,8,2,0,0,0,0,0,1,1,4,E01000923
231081034,1,1,1,1,21,5,3,0,0,0,0,0,3,1,5,E01031141
10324500,1,1,1,1,60,9,2,0,0,0,0,0,5,1,2,E01003479
10313863,1,1,1,-1,46,8,3,0,0,0,0,0,1,1,6,E01004577
101028666,2,1,1,2,25,5,3,0,0,0,0,0,9,1,2,E01008662
131053583,2,1,1,1,26,6,2,0,0,0,0,0,3,1,4,E01010890
101046359,2,1,1,1,51,8,3,0,0,0,0,0,9,3,8,E01020725
522200111,2,1,1,1,40,7,3,0,0,0,0,0,9,1,3,E01014687
10315963,1,1,1,2,28,6,2,0,0,0,0,0,9,1,7,E01033728
10297288,1,1,1,2,29,6,3,0,0,0,0,0,9,3,6,E01024421
141017155,2,1,1,1,71,10,2,0,0,0,0,0,9,1,1,E01007628
10332548,1,1,1,1,43,7,3,0,0,0,0,0,9,1,3,E01001640
231030543,2,1,1,2,28,6,3,0,0,0,0,0,9,1,3,E01009552
231030543,2,2,2,1,29,6,3,0,0,1,0,0,9,1,3,E01009552
201058844,1,1,1,1,20,4,3,0,0,0,0,0,90,-1,-1,-1
070741832,1,1,1,1,21,5,3,0,0,0,0,0,3,1,1,E01033300
401113333,2,1,1,1,55,8,3,0,0,0,0,0,19,1,5,E01023429
34WNC7531,1,1,3,1,16,4,3,1,3,0,0,0,0,-1,-1,-1
34WNC0121,2,1,1,2,46,8,3,0,0,0,0,0,9,1,2,E01027137
221093414,1,1,1,2,27,6,2,0,0,0,0,0,9,3,7,E01032191
10319653,2,1,1,2,41,7,3,0,0,0,0,0,1,1,2,E01002712
101050643,2,1,1,1,54,8,2,0,0,0,0,0,5,1,4,E01008766
991030513,2,1,1,2,28,6,2,0,0,0,0,0,1,1,4,-1
138350314,1,1,3,1,69,10,3,5,1,0,0,0,0,1,4,E01011727
201103765,2,1,1,2,35,6,3,0,0,0,0,0,9,1,1,E01009362
201103765,2,2,2,2,10,2,3,0,0,2,0,0,9,1,1,E01009362
070179989,1,1,1,1,36,7,3,0,0,0,0,0,9,1,4,E01005866
10318643,1,1,3,2,70,10,3,5,3,0,0,0,0,1,2,E01002730
34NNC0481,1,1,3,2,56,9,3,5,3,0,0,0,0,-1,-1,-1
